rep,n,p,t
0,1200,256,0.014738
1,1200,256,0.000121
2,1200,256,0.000086
3,1200,256,0.000088
4,1200,256,0.000085
5,1200,256,0.000084
6,1200,256,0.000086
7,1200,256,0.000085
8,1200,256,0.000084
9,1200,256,0.000087
10,1200,256,0.000089
11,1200,256,0.000091
12,1200,256,0.000090
13,1200,256,0.000092
14,1200,256,0.000086
15,1200,256,0.000088
16,1200,256,0.000091
17,1200,256,0.000132
18,1200,256,0.000131
19,1200,256,0.000132
