rep,n,p,t
0,12000,128,0.006053
1,12000,128,0.002334
2,12000,128,0.002369
3,12000,128,0.002316
4,12000,128,0.002306
5,12000,128,0.002409
6,12000,128,0.002343
7,12000,128,0.002340
8,12000,128,0.002321
9,12000,128,0.002304
10,12000,128,0.002314
11,12000,128,0.002328
12,12000,128,0.002356
13,12000,128,0.002367
14,12000,128,0.002297
15,12000,128,0.002330
16,12000,128,0.002352
17,12000,128,0.002314
18,12000,128,0.002286
19,12000,128,0.002299
