rep,n,p,t
0,600,128,0.004065
1,600,128,0.000058
2,600,128,0.000054
3,600,128,0.000056
4,600,128,0.000056
5,600,128,0.000060
6,600,128,0.000065
7,600,128,0.000057
8,600,128,0.000057
9,600,128,0.000055
10,600,128,0.000059
11,600,128,0.000052
12,600,128,0.000054
13,600,128,0.000062
14,600,128,0.000054
15,600,128,0.000055
16,600,128,0.000054
17,600,128,0.000060
18,600,128,0.000053
19,600,128,0.000054
