rep,n,p,t
0,600,128,0.012359
1,600,128,0.000224
2,600,128,0.000212
3,600,128,0.000223
4,600,128,0.000195
5,600,128,0.000199
6,600,128,0.000209
7,600,128,0.000198
8,600,128,0.000203
9,600,128,0.000190
10,600,128,0.000204
11,600,128,0.000211
12,600,128,0.000195
13,600,128,0.000200
14,600,128,0.000212
15,600,128,0.000194
16,600,128,0.000202
17,600,128,0.000198
18,600,128,0.000201
19,600,128,0.000190
