p,n,m,time
16,10000000,200000000,0.069064
16,10000000,200000000,0.059857
16,10000000,200000000,0.060812
16,10000000,200000000,0.054403
16,10000000,200000000,0.058773
16,10000000,200000000,0.060485
16,10000000,200000000,0.060055
16,10000000,200000000,0.057498
16,10000000,200000000,0.058029
16,10000000,200000000,0.059287
