p,n,m,time
32,10000000,200000000,0.069011
32,10000000,200000000,0.066583
32,10000000,200000000,0.073858
32,10000000,200000000,0.074702
32,10000000,200000000,0.076381
32,10000000,200000000,0.072478
32,10000000,200000000,0.067979
32,10000000,200000000,0.081194
32,10000000,200000000,0.069924
32,10000000,200000000,0.071813
