p,n,m,time
2,10000000,200000000,0.169168
2,10000000,200000000,0.100388
2,10000000,200000000,0.100200
2,10000000,200000000,0.100331
2,10000000,200000000,0.100297
2,10000000,200000000,0.100275
2,10000000,200000000,0.100693
2,10000000,200000000,0.154512
2,10000000,200000000,0.121108
2,10000000,200000000,0.103578
