p,n,m,time
11,10000000,200000000,0.060081
11,10000000,200000000,0.046614
11,10000000,200000000,0.048061
11,10000000,200000000,0.073425
11,10000000,200000000,0.064410
11,10000000,200000000,0.072685
11,10000000,200000000,0.063786
11,10000000,200000000,0.058271
11,10000000,200000000,0.071079
11,10000000,200000000,0.070392
