p,n,m,time
16,100000000,200000000,0.079674
16,100000000,200000000,0.062873
16,100000000,200000000,0.063338
16,100000000,200000000,0.063666
16,100000000,200000000,0.065437
16,100000000,200000000,0.063954
16,100000000,200000000,0.064247
16,100000000,200000000,0.064272
16,100000000,200000000,0.064662
16,100000000,200000000,0.063940
