p,n,m,time
4,10000000,20000000,0.023463
4,10000000,20000000,0.013261
4,10000000,20000000,0.013258
4,10000000,20000000,0.013271
4,10000000,20000000,0.013241
4,10000000,20000000,0.013243
4,10000000,20000000,0.013246
4,10000000,20000000,0.013251
4,10000000,20000000,0.013251
4,10000000,20000000,0.013246
