p,n,m,time
8,100000000,200000000,0.120565
8,100000000,200000000,0.091433
8,100000000,200000000,0.096488
8,100000000,200000000,0.098778
8,100000000,200000000,0.098747
8,100000000,200000000,0.098945
8,100000000,200000000,0.098891
8,100000000,200000000,0.098869
8,100000000,200000000,0.098806
8,100000000,200000000,0.098892
