p,n,m,time
32,10000000,20000000,0.008293
32,10000000,20000000,0.004884
32,10000000,20000000,0.004899
32,10000000,20000000,0.004813
32,10000000,20000000,0.004783
32,10000000,20000000,0.004814
32,10000000,20000000,0.004805
32,10000000,20000000,0.004790
32,10000000,20000000,0.004824
32,10000000,20000000,0.004775
