p,n,m,time
4,100000000,200000000,8.755444
4,100000000,200000000,8.708176
4,100000000,200000000,8.608111
4,100000000,200000000,8.604745
4,100000000,200000000,8.606119
4,100000000,200000000,8.601697
4,100000000,200000000,8.672618
4,100000000,200000000,8.647595
4,100000000,200000000,8.647994
4,100000000,200000000,8.609227
