p,n,m,time
2,10000000,20000000,1.638755
2,10000000,20000000,1.643929
2,10000000,20000000,1.609265
2,10000000,20000000,1.606465
2,10000000,20000000,1.599237
2,10000000,20000000,1.600272
2,10000000,20000000,1.602060
2,10000000,20000000,1.602090
2,10000000,20000000,1.600118
2,10000000,20000000,1.599284
