p,n,m,time
16,10000000,20000000,0.008702
16,10000000,20000000,0.005497
16,10000000,20000000,0.005450
16,10000000,20000000,0.005430
16,10000000,20000000,0.005443
16,10000000,20000000,0.005441
16,10000000,20000000,0.005449
16,10000000,20000000,0.005447
16,10000000,20000000,0.005431
16,10000000,20000000,0.005459
