rep,n,p,t
0,12000,1,0.287217
1,12000,1,0.569108
2,12000,1,0.427686
3,12000,1,0.345390
4,12000,1,0.551822
5,12000,1,0.386244
6,12000,1,0.287125
7,12000,1,0.396966
8,12000,1,0.469496
9,12000,1,0.383724
10,12000,1,0.314434
11,12000,1,0.287026
12,12000,1,0.384475
13,12000,1,0.384203
14,12000,1,0.381974
15,12000,1,0.383710
16,12000,1,0.314467
17,12000,1,0.284330
18,12000,1,0.287088
19,12000,1,0.382413
