p,n,m,time
16,100000000,200000000,0.100270
16,100000000,200000000,0.099264
16,100000000,200000000,0.079744
16,100000000,200000000,0.084229
16,100000000,200000000,0.096639
16,100000000,200000000,0.080436
16,100000000,200000000,0.096351
16,100000000,200000000,0.082413
16,100000000,200000000,0.080867
16,100000000,200000000,0.082697
