rep,n,p,t
0,300,256,0.010074
1,300,256,0.000100
2,300,256,0.000068
3,300,256,0.000061
4,300,256,0.000065
5,300,256,0.000065
6,300,256,0.000058
7,300,256,0.000051
8,300,256,0.000054
9,300,256,0.000054
10,300,256,0.000058
11,300,256,0.000054
12,300,256,0.000061
13,300,256,0.000062
14,300,256,0.000057
15,300,256,0.000052
16,300,256,0.000070
17,300,256,0.000058
18,300,256,0.000060
19,300,256,0.000054
