p,n,m,time
16,100000000,200000000,0.093300
16,100000000,200000000,0.090780
16,100000000,200000000,0.084373
16,100000000,200000000,0.090017
16,100000000,200000000,0.088282
16,100000000,200000000,0.078959
16,100000000,200000000,0.075617
16,100000000,200000000,0.073744
16,100000000,200000000,0.088418
16,100000000,200000000,0.086218
