p,n,m,time
2,100000000,200000000,0.464036
2,100000000,200000000,0.312802
2,100000000,200000000,0.326815
2,100000000,200000000,0.285365
2,100000000,200000000,0.278991
2,100000000,200000000,0.330744
2,100000000,200000000,0.305882
2,100000000,200000000,0.332198
2,100000000,200000000,0.326407
2,100000000,200000000,0.392501
