p,n,m,time
8,100000000,200000000,0.133824
8,100000000,200000000,0.092814
8,100000000,200000000,0.099904
8,100000000,200000000,0.100790
8,100000000,200000000,0.099575
8,100000000,200000000,0.101280
8,100000000,200000000,0.119868
8,100000000,200000000,0.104781
8,100000000,200000000,0.095099
8,100000000,200000000,0.101516
