p,n,m,time
32,100000000,200000000,0.089008
32,100000000,200000000,0.088975
32,100000000,200000000,0.088466
32,100000000,200000000,0.080241
32,100000000,200000000,0.085038
32,100000000,200000000,0.084265
32,100000000,200000000,0.085166
32,100000000,200000000,0.081536
32,100000000,200000000,0.082939
32,100000000,200000000,0.079825
