rep,n,p,t
0,600,256,0.008733
1,600,256,0.000101
2,600,256,0.000071
3,600,256,0.000073
4,600,256,0.000066
5,600,256,0.000067
6,600,256,0.000067
7,600,256,0.000074
8,600,256,0.000075
9,600,256,0.000088
10,600,256,0.000087
11,600,256,0.000087
12,600,256,0.000066
13,600,256,0.000064
14,600,256,0.000072
15,600,256,0.000068
16,600,256,0.000069
17,600,256,0.000064
18,600,256,0.000063
19,600,256,0.000069
