rep,n,p,t
0,1200,256,0.008651
1,1200,256,0.000148
2,1200,256,0.000096
3,1200,256,0.000117
4,1200,256,0.000095
5,1200,256,0.000095
6,1200,256,0.000101
7,1200,256,0.000108
8,1200,256,0.000096
9,1200,256,0.000105
10,1200,256,0.000099
11,1200,256,0.000089
12,1200,256,0.000111
13,1200,256,0.000106
14,1200,256,0.000100
15,1200,256,0.000092
16,1200,256,0.000096
17,1200,256,0.000094
18,1200,256,0.000109
19,1200,256,0.000100
