rep,n,p,t
0,12000,1,0.287574
1,12000,1,0.525296
2,12000,1,0.477967
3,12000,1,0.303608
4,12000,1,0.572432
5,12000,1,0.414309
6,12000,1,0.287464
7,12000,1,0.386164
8,12000,1,0.485667
9,12000,1,0.385812
10,12000,1,0.315300
11,12000,1,0.287521
12,12000,1,0.386019
13,12000,1,0.386296
14,12000,1,0.384317
15,12000,1,0.385888
16,12000,1,0.315268
17,12000,1,0.285056
18,12000,1,0.287524
19,12000,1,0.384553
