rep,n,p,t
0,12000,256,0.009095
1,12000,256,0.001489
2,12000,256,0.001434
3,12000,256,0.001466
4,12000,256,0.001382
5,12000,256,0.001417
6,12000,256,0.001483
7,12000,256,0.001400
8,12000,256,0.001498
9,12000,256,0.001384
10,12000,256,0.001381
11,12000,256,0.001394
12,12000,256,0.001379
13,12000,256,0.001382
14,12000,256,0.001383
15,12000,256,0.001701
16,12000,256,0.001521
17,12000,256,0.001403
18,12000,256,0.001358
19,12000,256,0.001366
