p,n,m,time
4,100000000,200000000,7.884176
4,100000000,200000000,7.784998
4,100000000,200000000,7.805562
4,100000000,200000000,7.801733
4,100000000,200000000,7.800551
4,100000000,200000000,7.786296
4,100000000,200000000,7.789416
4,100000000,200000000,7.773770
4,100000000,200000000,7.774781
4,100000000,200000000,7.784115
