p,n,m,time
16,100000000,200000000,1.981262
16,100000000,200000000,1.956051
16,100000000,200000000,1.991888
16,100000000,200000000,1.957036
16,100000000,200000000,1.957233
16,100000000,200000000,1.950034
16,100000000,200000000,1.952299
16,100000000,200000000,1.954206
16,100000000,200000000,1.952358
16,100000000,200000000,1.965402
