p,n,m,time
32,10000000,20000000,0.093710
32,10000000,20000000,0.091853
32,10000000,20000000,0.091996
32,10000000,20000000,0.092050
32,10000000,20000000,0.091603
32,10000000,20000000,0.091947
32,10000000,20000000,0.092182
32,10000000,20000000,0.091990
32,10000000,20000000,0.092031
32,10000000,20000000,0.092015
