p,n,m,time
16,100000000,200000000,0.097284
16,100000000,200000000,0.077845
16,100000000,200000000,0.069003
16,100000000,200000000,0.071166
16,100000000,200000000,0.070006
16,100000000,200000000,0.067605
16,100000000,200000000,0.072991
16,100000000,200000000,0.067773
16,100000000,200000000,0.071909
16,100000000,200000000,0.077213
