p,n,m,time
8,100000000,200000000,0.126798
8,100000000,200000000,0.097532
8,100000000,200000000,0.095087
8,100000000,200000000,0.114963
8,100000000,200000000,0.105048
8,100000000,200000000,0.100218
8,100000000,200000000,0.111080
8,100000000,200000000,0.102672
8,100000000,200000000,0.123974
8,100000000,200000000,0.116113
