p,n,m,time
32,100000000,200000000,0.092845
32,100000000,200000000,0.101908
32,100000000,200000000,0.107176
32,100000000,200000000,0.087433
32,100000000,200000000,0.090040
32,100000000,200000000,0.086622
32,100000000,200000000,0.086603
32,100000000,200000000,0.096046
32,100000000,200000000,0.079133
32,100000000,200000000,0.083299
