rep,n,p,t
0,600,1,0.000706
1,600,1,0.000677
2,600,1,0.000677
3,600,1,0.000677
4,600,1,0.000676
5,600,1,0.000679
6,600,1,0.000685
7,600,1,0.000677
8,600,1,0.000681
9,600,1,0.000677
10,600,1,0.000676
11,600,1,0.000679
12,600,1,0.000682
13,600,1,0.000676
14,600,1,0.000676
15,600,1,0.000677
16,600,1,0.000676
17,600,1,0.000679
18,600,1,0.000681
19,600,1,0.000678
