rep,n,p,t
0,1200,1,0.002765
1,1200,1,0.002740
2,1200,1,0.002738
3,1200,1,0.002739
4,1200,1,0.002729
5,1200,1,0.002738
6,1200,1,0.002735
7,1200,1,0.002734
8,1200,1,0.002731
9,1200,1,0.002736
10,1200,1,0.002741
11,1200,1,0.002728
12,1200,1,0.002746
13,1200,1,0.002740
14,1200,1,0.002729
15,1200,1,0.002734
16,1200,1,0.002739
17,1200,1,0.002729
18,1200,1,0.002735
19,1200,1,0.002738
