rep,n,p,t
0,12000,1,0.287806
1,12000,1,0.636903
2,12000,1,0.359949
3,12000,1,0.380917
4,12000,1,0.553104
5,12000,1,0.351990
6,12000,1,0.288517
7,12000,1,0.437860
8,12000,1,0.430208
9,12000,1,0.415102
10,12000,1,0.286098
11,12000,1,0.288554
12,12000,1,0.385322
13,12000,1,0.385429
14,12000,1,0.382841
15,12000,1,0.384507
16,12000,1,0.315382
17,12000,1,0.285335
18,12000,1,0.365220
19,12000,1,0.307185
