p,n,m,time
8,10000000,200000000,0.064119
8,10000000,200000000,0.062631
8,10000000,200000000,0.075405
8,10000000,200000000,0.051527
8,10000000,200000000,0.046734
8,10000000,200000000,0.059700
8,10000000,200000000,0.061149
8,10000000,200000000,0.044415
8,10000000,200000000,0.072944
8,10000000,200000000,0.049406
