p,n,m,time
16,10000000,200000000,0.069791
16,10000000,200000000,0.049316
16,10000000,200000000,0.055523
16,10000000,200000000,0.065121
16,10000000,200000000,0.057616
16,10000000,200000000,0.054867
16,10000000,200000000,0.060229
16,10000000,200000000,0.062295
16,10000000,200000000,0.059994
16,10000000,200000000,0.060899
