p,n,m,time
2,10000000,200000000,0.168622
2,10000000,200000000,0.103096
2,10000000,200000000,0.102509
2,10000000,200000000,0.109356
2,10000000,200000000,0.124615
2,10000000,200000000,0.117480
2,10000000,200000000,0.116922
2,10000000,200000000,0.116073
2,10000000,200000000,0.116105
2,10000000,200000000,0.116112
