p,n,m,time
32,10000000,200000000,0.070315
32,10000000,200000000,0.062675
32,10000000,200000000,0.069665
32,10000000,200000000,0.073039
32,10000000,200000000,0.075129
32,10000000,200000000,0.071988
32,10000000,200000000,0.077904
32,10000000,200000000,0.072941
32,10000000,200000000,0.069593
32,10000000,200000000,0.075059
