rep,n,p,t
0,300,128,0.012293
1,300,128,0.000214
2,300,128,0.000198
3,300,128,0.000216
4,300,128,0.000183
5,300,128,0.000189
6,300,128,0.000191
7,300,128,0.000196
8,300,128,0.000185
9,300,128,0.000184
10,300,128,0.000194
11,300,128,0.000186
12,300,128,0.000185
13,300,128,0.000188
14,300,128,0.000204
15,300,128,0.000182
16,300,128,0.000189
17,300,128,0.000191
18,300,128,0.000188
19,300,128,0.000177
