p,n,m,time
11,100000000,200000000,0.279470
11,100000000,200000000,0.186467
11,100000000,200000000,0.221506
11,100000000,200000000,0.205199
11,100000000,200000000,0.183201
11,100000000,200000000,0.187404
11,100000000,200000000,0.183601
11,100000000,200000000,0.225787
11,100000000,200000000,0.210626
11,100000000,200000000,0.201983
