p,n,m,time
32,100000000,200000000,0.300579
32,100000000,200000000,0.238282
32,100000000,200000000,0.219547
32,100000000,200000000,0.222635
32,100000000,200000000,0.214415
32,100000000,200000000,0.196298
32,100000000,200000000,0.202590
32,100000000,200000000,0.241839
32,100000000,200000000,0.219616
32,100000000,200000000,0.225495
