p,n,m,time
8,10000000,20000000,0.029868
8,10000000,20000000,0.017066
8,10000000,20000000,0.017426
8,10000000,20000000,0.017918
8,10000000,20000000,0.017767
8,10000000,20000000,0.022453
8,10000000,20000000,0.019795
8,10000000,20000000,0.018313
8,10000000,20000000,0.022764
8,10000000,20000000,0.019770
