p,n,m,time
4,10000000,20000000,0.027432
4,10000000,20000000,0.015711
4,10000000,20000000,0.015491
4,10000000,20000000,0.015613
4,10000000,20000000,0.015476
4,10000000,20000000,0.015526
4,10000000,20000000,0.015907
4,10000000,20000000,0.015798
4,10000000,20000000,0.015601
4,10000000,20000000,0.015746
