rep,n,p,t
0,600,256,0.010113
1,600,256,0.000096
2,600,256,0.000067
3,600,256,0.000073
4,600,256,0.000070
5,600,256,0.000067
6,600,256,0.000067
7,600,256,0.000066
8,600,256,0.000072
9,600,256,0.000082
10,600,256,0.000083
11,600,256,0.000079
12,600,256,0.000066
13,600,256,0.000064
14,600,256,0.000064
15,600,256,0.000073
16,600,256,0.000095
17,600,256,0.000094
18,600,256,0.000064
19,600,256,0.000071
