rep,n,p,t
0,1200,256,0.006432
1,1200,256,0.000121
2,1200,256,0.000095
3,1200,256,0.000096
4,1200,256,0.000098
5,1200,256,0.000097
6,1200,256,0.000098
7,1200,256,0.000102
8,1200,256,0.000098
9,1200,256,0.000097
10,1200,256,0.000098
11,1200,256,0.000089
12,1200,256,0.000114
13,1200,256,0.000103
14,1200,256,0.000098
15,1200,256,0.000094
16,1200,256,0.000091
17,1200,256,0.000102
18,1200,256,0.000098
19,1200,256,0.000101
