p,n,m,time
2,100000000,200000000,0.436592
2,100000000,200000000,0.295738
2,100000000,200000000,0.286836
2,100000000,200000000,0.267018
2,100000000,200000000,0.273273
2,100000000,200000000,0.265893
2,100000000,200000000,0.274350
2,100000000,200000000,0.340050
2,100000000,200000000,0.294300
2,100000000,200000000,0.285797
