p,n,m,time
32,100000000,200000000,0.095801
32,100000000,200000000,0.075252
32,100000000,200000000,0.082479
32,100000000,200000000,0.086148
32,100000000,200000000,0.083445
32,100000000,200000000,0.081437
32,100000000,200000000,0.081913
32,100000000,200000000,0.088092
32,100000000,200000000,0.077061
32,100000000,200000000,0.080326
