p,n,m,time
11,100000000,200000000,0.109882
11,100000000,200000000,0.072493
11,100000000,200000000,0.075372
11,100000000,200000000,0.080542
11,100000000,200000000,0.080456
11,100000000,200000000,0.077439
11,100000000,200000000,0.083483
11,100000000,200000000,0.074714
11,100000000,200000000,0.104124
11,100000000,200000000,0.087957
