rep,n,p,t
0,12000,256,0.018028
1,12000,256,0.002539
2,12000,256,0.002246
3,12000,256,0.002310
4,12000,256,0.002248
5,12000,256,0.002323
6,12000,256,0.002235
7,12000,256,0.002255
8,12000,256,0.002237
9,12000,256,0.002237
10,12000,256,0.002210
11,12000,256,0.002232
12,12000,256,0.002190
13,12000,256,0.002297
14,12000,256,0.002194
15,12000,256,0.002280
16,12000,256,0.002218
17,12000,256,0.002270
18,12000,256,0.002457
19,12000,256,0.002245
