rep,n,p,t
0,12000,128,0.006015
1,12000,128,0.003039
2,12000,128,0.003006
3,12000,128,0.003003
4,12000,128,0.002898
5,12000,128,0.002900
6,12000,128,0.002878
7,12000,128,0.002881
8,12000,128,0.002888
9,12000,128,0.002975
10,12000,128,0.002871
11,12000,128,0.002897
12,12000,128,0.002855
13,12000,128,0.002889
14,12000,128,0.002869
15,12000,128,0.002889
16,12000,128,0.002862
17,12000,128,0.002875
18,12000,128,0.002894
19,12000,128,0.002890
