rep,n,p,t
0,600,1,0.000680
1,600,1,0.000675
2,600,1,0.000695
3,600,1,0.000678
4,600,1,0.000675
5,600,1,0.000675
6,600,1,0.000676
7,600,1,0.000680
8,600,1,0.000677
9,600,1,0.000681
10,600,1,0.000676
11,600,1,0.000675
12,600,1,0.000674
13,600,1,0.000680
14,600,1,0.000675
15,600,1,0.000677
16,600,1,0.000675
17,600,1,0.000674
18,600,1,0.000674
19,600,1,0.000682
