rep,n,p,t
0,300,256,0.033818
1,300,256,0.000518
2,300,256,0.000395
3,300,256,0.000344
4,300,256,0.000345
5,300,256,0.000375
6,300,256,0.000334
7,300,256,0.000350
8,300,256,0.000361
9,300,256,0.000347
10,300,256,0.000353
11,300,256,0.000351
12,300,256,0.000334
13,300,256,0.000354
14,300,256,0.000343
15,300,256,0.000363
16,300,256,0.000364
17,300,256,0.000329
18,300,256,0.000343
19,300,256,0.000350
