rep,n,p,t
0,600,128,0.011314
1,600,128,0.000225
2,600,128,0.000219
3,600,128,0.000236
4,600,128,0.000200
5,600,128,0.000208
6,600,128,0.000217
7,600,128,0.000201
8,600,128,0.000201
9,600,128,0.000205
10,600,128,0.000223
11,600,128,0.000205
12,600,128,0.000194
13,600,128,0.000208
14,600,128,0.000236
15,600,128,0.000206
16,600,128,0.000211
17,600,128,0.000206
18,600,128,0.000205
19,600,128,0.000207
