rep,n,p,t
0,600,1,0.000693
1,600,1,0.000673
2,600,1,0.000672
3,600,1,0.000672
4,600,1,0.000672
5,600,1,0.000672
6,600,1,0.000678
7,600,1,0.000672
8,600,1,0.000672
9,600,1,0.000672
10,600,1,0.000672
11,600,1,0.000672
12,600,1,0.000677
13,600,1,0.000672
14,600,1,0.000672
15,600,1,0.000672
16,600,1,0.000672
17,600,1,0.000672
18,600,1,0.000677
19,600,1,0.000672
