rep,n,p,t
0,12000,1,0.287679
1,12000,1,0.635081
2,12000,1,0.362179
3,12000,1,0.376513
4,12000,1,0.552681
5,12000,1,0.355270
6,12000,1,0.287509
7,12000,1,0.430959
8,12000,1,0.436444
9,12000,1,0.404106
10,12000,1,0.295371
11,12000,1,0.287412
12,12000,1,0.384784
13,12000,1,0.384805
14,12000,1,0.382938
15,12000,1,0.384557
16,12000,1,0.315006
17,12000,1,0.285095
18,12000,1,0.350413
19,12000,1,0.321634
