rep,n,p,t
0,12000,1,0.285432
1,12000,1,0.523620
2,12000,1,0.469742
3,12000,1,0.296593
4,12000,1,0.570830
5,12000,1,0.411077
6,12000,1,0.285103
7,12000,1,0.382564
8,12000,1,0.480940
9,12000,1,0.382714
10,12000,1,0.312957
11,12000,1,0.285041
12,12000,1,0.382405
13,12000,1,0.381053
14,12000,1,0.382641
15,12000,1,0.382668
16,12000,1,0.312839
17,12000,1,0.283010
18,12000,1,0.285024
19,12000,1,0.380712
