p,n,m,time
1,100000000,200000000,0.915738
1,100000000,200000000,0.529565
1,100000000,200000000,0.531904
1,100000000,200000000,0.532322
1,100000000,200000000,0.531735
1,100000000,200000000,0.530318
1,100000000,200000000,0.531138
1,100000000,200000000,0.531783
1,100000000,200000000,0.529981
1,100000000,200000000,0.531547
