p,n,m,time
1,100000000,200000000,0.936567
1,100000000,200000000,0.553340
1,100000000,200000000,0.558415
1,100000000,200000000,0.695566
1,100000000,200000000,0.631318
1,100000000,200000000,0.530739
1,100000000,200000000,0.530226
1,100000000,200000000,0.531025
1,100000000,200000000,0.529445
1,100000000,200000000,0.531185
