p,n,m,time
1,100000000,200000000,0.930403
1,100000000,200000000,0.544447
1,100000000,200000000,0.549163
1,100000000,200000000,0.614921
1,100000000,200000000,0.577701
1,100000000,200000000,0.529939
1,100000000,200000000,0.531194
1,100000000,200000000,0.530547
1,100000000,200000000,0.529564
1,100000000,200000000,0.532341
