p,n,m,time
4,100000000,200000000,0.225321
4,100000000,200000000,0.198694
4,100000000,200000000,0.205008
4,100000000,200000000,0.193356
4,100000000,200000000,0.189589
4,100000000,200000000,0.200889
4,100000000,200000000,0.155417
4,100000000,200000000,0.203759
4,100000000,200000000,0.168331
4,100000000,200000000,0.191259
