p,n,m,time
8,100000000,200000000,0.122452
8,100000000,200000000,0.105473
8,100000000,200000000,0.109006
8,100000000,200000000,0.133705
8,100000000,200000000,0.106706
8,100000000,200000000,0.108360
8,100000000,200000000,0.115418
8,100000000,200000000,0.122033
8,100000000,200000000,0.116376
8,100000000,200000000,0.114823
