p,n,m,time
11,10000000,20000000,0.014085
11,10000000,20000000,0.009160
11,10000000,20000000,0.009029
11,10000000,20000000,0.008339
11,10000000,20000000,0.010486
11,10000000,20000000,0.010920
11,10000000,20000000,0.010510
11,10000000,20000000,0.011058
11,10000000,20000000,0.009857
11,10000000,20000000,0.009492
