rep,n,p,t
0,12000,1,0.287855
1,12000,1,0.593143
2,12000,1,0.403928
3,12000,1,0.353724
4,12000,1,0.553281
5,12000,1,0.377468
6,12000,1,0.287486
7,12000,1,0.407823
8,12000,1,0.459597
9,12000,1,0.384202
10,12000,1,0.315057
11,12000,1,0.287622
12,12000,1,0.384842
13,12000,1,0.384921
14,12000,1,0.383018
15,12000,1,0.384291
16,12000,1,0.315061
17,12000,1,0.285029
18,12000,1,0.287527
19,12000,1,0.384641
